# 5%

step 0: train loss 4.1861, val loss 4.1881
step 0: train loss (forward only) 4.1876, val loss (forward only) 4.1891
step 0: train loss (backward only) 4.1770, val loss (backward only) 4.1776
iter 823: loss 1.5797, time 148.15ms, mfu 0.23%
iter 824: loss 1.5503, time 147.44ms, mfu 0.23%
iter 825: loss 1.5650, time 147.55ms, mfu 0.23%
iter 826: loss 1.5584, time 145.35ms, mfu 0.23%
iter 827: loss 1.5870, time 148.16ms, mfu 0.23%
iter 828: loss 1.5781, time 144.86ms, mfu 0.23%
iter 829: loss 1.5371, time 145.66ms, mfu 0.23%
iter 830: loss 1.5727, time 146.29ms, mfu 0.23%
iter 831: loss 1.5959, time 147.76ms, mfu 0.23%
iter 832: loss 1.5538, time 145.94ms, mfu 0.23%
iter 833: loss 1.5915, time 144.97ms, mfu 0.23%
iter 834: loss 1.5676, time 147.11ms, mfu 0.23%
iter 835: loss 1.5804, time 145.15ms, mfu 0.23%
iter 836: loss 1.5521, time 148.98ms, mfu 0.23%
iter 837: loss 1.5505, time 145.94ms, mfu 0.23%
iter 838: loss 1.5740, time 146.63ms, mfu 0.23%
iter 839: loss 1.5695, time 144.88ms, mfu 0.23%
iter 840: loss 1.5618, time 146.34ms, mfu 0.23%
iter 841: loss 1.5789, time 148.33ms, mfu 0.23%
iter 842: loss 1.5451, time 152.55ms, mfu 0.23%
iter 843: loss 1.5256, time 144.95ms, mfu 0.23%
iter 844: loss 1.5717, time 147.49ms, mfu 0.23%
iter 845: loss 1.5817, time 145.86ms, mfu 0.23%
iter 846: loss 1.5527, time 147.38ms, mfu 0.23%
iter 847: loss 1.5178, time 145.80ms, mfu 0.23%
iter 848: loss 1.5545, time 146.13ms, mfu 0.23%
iter 849: loss 1.5702, time 146.22ms, mfu 0.23%
iter 850: loss 1.5680, time 148.00ms, mfu 0.23%
iter 851: loss 1.5528, time 156.76ms, mfu 0.23%
iter 852: loss 1.5342, time 147.35ms, mfu 0.23%
iter 853: loss 1.5314, time 147.34ms, mfu 0.23%
iter 854: loss 1.5793, time 148.68ms, mfu 0.23%
iter 855: loss 1.5689, time 148.79ms, mfu 0.23%
iter 856: loss 1.5310, time 148.58ms, mfu 0.23%
iter 857: loss 1.5432, time 147.27ms, mfu 0.23%
iter 858: loss 1.5645, time 149.65ms, mfu 0.23%
iter 859: loss 1.5655, time 144.84ms, mfu 0.23%
iter 860: loss 1.5445, time 148.07ms, mfu 0.23%
iter 861: loss 1.5497, time 145.04ms, mfu 0.23%
iter 862: loss 1.5415, time 146.37ms, mfu 0.23%
iter 863: loss 1.5614, time 145.80ms, mfu 0.23%
iter 864: loss 1.5684, time 146.14ms, mfu 0.23%
iter 865: loss 1.4947, time 146.39ms, mfu 0.23%
iter 866: loss 1.5459, time 146.03ms, mfu 0.23%
iter 867: loss 1.5526, time 146.73ms, mfu 0.23%
iter 868: loss 1.5522, time 146.88ms, mfu 0.23%
iter 869: loss 1.5403, time 144.49ms, mfu 0.23%
iter 870: loss 1.5425, time 148.76ms, mfu 0.23%
iter 871: loss 1.4856, time 145.78ms, mfu 0.23%
iter 872: loss 1.5410, time 146.10ms, mfu 0.23%
iter 873: loss 1.5084, time 147.00ms, mfu 0.23%
iter 874: loss 1.5547, time 149.77ms, mfu 0.23%
iter 875: loss 1.5440, time 151.84ms, mfu 0.23%
iter 876: loss 1.5029, time 148.99ms, mfu 0.23%
iter 877: loss 1.5523, time 156.37ms, mfu 0.22%
iter 878: loss 1.5167, time 152.88ms, mfu 0.22%
iter 879: loss 1.5217, time 152.08ms, mfu 0.22%
iter 880: loss 1.5283, time 147.06ms, mfu 0.22%
iter 881: loss 1.5549, time 145.53ms, mfu 0.22%
iter 882: loss 1.5252, time 146.45ms, mfu 0.22%
iter 883: loss 1.5155, time 151.63ms, mfu 0.22%
iter 884: loss 1.5534, time 148.95ms, mfu 0.22%
iter 885: loss 1.5253, time 144.58ms, mfu 0.22%
iter 886: loss 1.5014, time 145.04ms, mfu 0.23%
iter 887: loss 1.5400, time 146.19ms, mfu 0.23%
iter 888: loss 1.5394, time 146.77ms, mfu 0.23%
iter 889: loss 1.5354, time 150.25ms, mfu 0.23%
iter 890: loss 1.5552, time 142.94ms, mfu 0.23%
iter 891: loss 1.5218, time 146.77ms, mfu 0.23%
iter 892: loss 1.5451, time 146.20ms, mfu 0.23%
iter 893: loss 1.5326, time 144.20ms, mfu 0.23%
iter 894: loss 1.5559, time 145.73ms, mfu 0.23%
iter 895: loss 1.5281, time 145.28ms, mfu 0.23%
iter 896: loss 1.5669, time 144.91ms, mfu 0.23%
iter 897: loss 1.5168, time 146.20ms, mfu 0.23%
iter 898: loss 1.5831, time 148.10ms, mfu 0.23%
iter 899: loss 1.5206, time 147.93ms, mfu 0.23%
iter 900: loss 1.5131, time 148.06ms, mfu 0.23%
iter 901: loss 1.5508, time 151.08ms, mfu 0.23%
iter 902: loss 1.5468, time 146.82ms, mfu 0.23%
iter 903: loss 1.5233, time 147.64ms, mfu 0.23%
iter 904: loss 1.5348, time 159.11ms, mfu 0.22%
iter 905: loss 1.5596, time 156.38ms, mfu 0.22%
iter 906: loss 1.4975, time 134.87ms, mfu 0.23%
iter 907: loss 1.5236, time 151.02ms, mfu 0.23%
iter 908: loss 1.5118, time 151.09ms, mfu 0.22%
iter 909: loss 1.5194, time 149.28ms, mfu 0.22%
iter 910: loss 1.5459, time 159.31ms, mfu 0.22%
iter 911: loss 1.5693, time 144.74ms, mfu 0.22%
iter 912: loss 1.5312, time 149.59ms, mfu 0.22%
iter 913: loss 1.5633, time 146.64ms, mfu 0.22%
iter 914: loss 1.5301, time 145.16ms, mfu 0.22%
iter 915: loss 1.5184, time 144.52ms, mfu 0.23%
iter 916: loss 1.4888, time 144.69ms, mfu 0.23%
iter 917: loss 1.5324, time 145.13ms, mfu 0.23%
iter 918: loss 1.5028, time 145.70ms, mfu 0.23%
iter 919: loss 1.5258, time 145.61ms, mfu 0.23%
iter 920: loss 1.5292, time 145.56ms, mfu 0.23%
iter 921: loss 1.5160, time 145.99ms, mfu 0.23%
iter 922: loss 1.5384, time 146.63ms, mfu 0.23%
iter 923: loss 1.5293, time 146.58ms, mfu 0.23%
iter 924: loss 1.5262, time 145.02ms, mfu 0.23%
iter 925: loss 1.5440, time 146.35ms, mfu 0.23%
iter 926: loss 1.5348, time 145.88ms, mfu 0.23%
iter 927: loss 1.4786, time 145.11ms, mfu 0.23%
iter 928: loss 1.5060, time 144.68ms, mfu 0.23%
iter 929: loss 1.5122, time 146.13ms, mfu 0.23%
iter 930: loss 1.5210, time 145.69ms, mfu 0.23%
iter 931: loss 1.4997, time 145.08ms, mfu 0.23%
iter 932: loss 1.5254, time 146.26ms, mfu 0.23%
iter 933: loss 1.5206, time 146.68ms, mfu 0.23%
iter 934: loss 1.5304, time 145.81ms, mfu 0.23%
iter 935: loss 1.5138, time 145.97ms, mfu 0.23%
iter 936: loss 1.4892, time 145.25ms, mfu 0.23%
iter 937: loss 1.5282, time 145.50ms, mfu 0.23%
iter 938: loss 1.5204, time 145.44ms, mfu 0.23%
iter 939: loss 1.4994, time 145.86ms, mfu 0.23%
iter 940: loss 1.4932, time 146.06ms, mfu 0.23%
iter 941: loss 1.5367, time 144.78ms, mfu 0.23%
iter 942: loss 1.5127, time 146.02ms, mfu 0.23%
iter 943: loss 1.5027, time 147.54ms, mfu 0.23%
iter 944: loss 1.5263, time 147.59ms, mfu 0.23%
iter 945: loss 1.4967, time 145.85ms, mfu 0.23%
iter 946: loss 1.5127, time 190.15ms, mfu 0.22%
iter 947: loss 1.5022, time 121.09ms, mfu 0.23%
iter 948: loss 1.5297, time 144.52ms, mfu 0.23%
iter 949: loss 1.5182, time 145.22ms, mfu 0.23%
iter 950: loss 1.5066, time 146.93ms, mfu 0.23%
iter 951: loss 1.5101, time 145.31ms, mfu 0.23%
iter 952: loss 1.5114, time 146.66ms, mfu 0.23%
iter 953: loss 1.4931, time 146.94ms, mfu 0.23%
iter 954: loss 1.4998, time 144.75ms, mfu 0.23%
iter 955: loss 1.5068, time 146.11ms, mfu 0.23%
iter 956: loss 1.5140, time 144.74ms, mfu 0.23%
iter 957: loss 1.5102, time 145.61ms, mfu 0.23%
iter 958: loss 1.5056, time 157.01ms, mfu 0.23%
iter 959: loss 1.4927, time 140.61ms, mfu 0.23%
iter 960: loss 1.4818, time 146.58ms, mfu 0.23%
iter 961: loss 1.5366, time 145.40ms, mfu 0.23%
iter 962: loss 1.5287, time 146.12ms, mfu 0.23%
iter 963: loss 1.5176, time 146.94ms, mfu 0.23%
iter 964: loss 1.5029, time 145.01ms, mfu 0.23%
iter 965: loss 1.5394, time 157.61ms, mfu 0.23%
iter 966: loss 1.4719, time 143.08ms, mfu 0.23%
iter 967: loss 1.4957, time 147.45ms, mfu 0.23%
iter 968: loss 1.5112, time 144.44ms, mfu 0.23%
iter 969: loss 1.4973, time 147.78ms, mfu 0.23%
iter 970: loss 1.4935, time 145.98ms, mfu 0.23%
iter 971: loss 1.4930, time 145.43ms, mfu 0.23%
iter 972: loss 1.5297, time 145.06ms, mfu 0.23%
iter 973: loss 1.5125, time 145.66ms, mfu 0.23%
iter 974: loss 1.4764, time 146.83ms, mfu 0.23%
iter 975: loss 1.5076, time 147.52ms, mfu 0.23%
iter 976: loss 1.4636, time 145.00ms, mfu 0.23%
iter 977: loss 1.5227, time 145.05ms, mfu 0.23%
iter 978: loss 1.4752, time 145.32ms, mfu 0.23%
iter 979: loss 1.5167, time 146.15ms, mfu 0.23%
iter 980: loss 1.5238, time 145.37ms, mfu 0.23%
iter 981: loss 1.4690, time 154.90ms, mfu 0.23%
iter 982: loss 1.4985, time 138.06ms, mfu 0.23%
iter 983: loss 1.5096, time 145.04ms, mfu 0.23%
iter 984: loss 1.4702, time 145.25ms, mfu 0.23%
iter 985: loss 1.4551, time 145.73ms, mfu 0.23%
iter 986: loss 1.4948, time 156.64ms, mfu 0.23%
iter 987: loss 1.4819, time 140.85ms, mfu 0.23%
iter 988: loss 1.4825, time 148.75ms, mfu 0.23%
iter 989: loss 1.4717, time 152.01ms, mfu 0.23%
iter 990: loss 1.4881, time 141.44ms, mfu 0.23%
iter 991: loss 1.5173, time 145.93ms, mfu 0.23%
iter 992: loss 1.4508, time 145.77ms, mfu 0.23%
iter 993: loss 1.4937, time 146.72ms, mfu 0.23%
iter 994: loss 1.4697, time 145.24ms, mfu 0.23%
iter 995: loss 1.4870, time 146.09ms, mfu 0.23%
iter 996: loss 1.4934, time 145.65ms, mfu 0.23%
iter 997: loss 1.5283, time 148.93ms, mfu 0.23%
iter 998: loss 1.5295, time 150.75ms, mfu 0.23%
iter 999: loss 1.4819, time 143.39ms, mfu 0.23%
step 1000: train loss 1.4824, val loss 1.6802
step 1000: train loss (forward only) 1.4815, val loss (forward only) 1.6806
step 1000: train loss (backward only) 5.3282, val loss (backward only) 5.4566
